"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LDHD",28.0806529066462,-0.51958850301687,0.430738195974663,0.0788966060024108,0.182041813479505
"ZFP1",54.0681869523494,0.17319624504148,0.281009168734777,0.469657768561692,0.635001353071337
"CTRB2",28417.010326664,-7.68947962593175,1.0381620491837,7.07347253708035e-26,1.36960111999218e-22
"CTRB1",34788.057763711,-7.85285277391896,1.01129185396638,6.34909626940306e-31,1.4752125181958e-26
"LOC100506281",3294.55712325715,-6.7327029894174,1.03099625351653,5.33201894071951e-23,5.16206083698408e-20
"BCAR1",394.035556705356,-1.19954805185626,0.390196286241026,8.03953201768118e-05,0.000736355584823658
"LOC105371344",5.85750849015576,0.147674871132665,0.400530397359216,0.63653351569283,0.76920736824448
"105371345",2.67563398857027,0.308745811609795,0.433583764101063,0.359953927886512,0.533830951327191
"CFDP1",127.187762219029,0.10852731717782,0.156433175640666,0.463848091624879,0.630116370960247
"TMEM170A",222.132948105818,0.197664802819108,0.170166809000317,0.220611121712752,0.380768044346739
"CHST6",23.4436674000412,3.63810174380893,1.17710575118757,3.54719034090124e-07,7.48582811724255e-06
"CHST5",30.1212632568654,1.04265365818471,1.07199678234984,0.0226046753986673,0.0707747787209319
"TMEM231",47.6614763978993,-0.0235078948646118,0.210198740609564,0.905122411643929,0.946510609592992
"GABARAPL2",368.386499774832,0.264998821068074,0.252873622974488,0.232431264332307,0.395209690944834
"ADAT1",112.950780265807,0.273537477960796,0.151921688317579,0.0594769004014615,0.147234794462812
"KARS1",328.350001428569,-0.249298810900886,0.206190423760522,0.186782512214404,0.33857799005823
"TERF2IP",164.690784205274,-0.292976447798568,0.13623152661295,0.0266341552046445,0.0802235670443241
"DUXB",4.94529449224887,-0.685185916640006,0.484359852311625,0.0467472440316314,0.123344562238809
"MON1B",148.222092216698,0.068681386105221,0.106146115825687,0.51618166022933,0.674397260201781
